PBIUSI	Genus	species	Country	State_Prov	Sec_Subdiv	Locality	Lat	Lon	Start_Date	End_Date	Collector	Sex	Inst_Code	Project	Type	Det_By	Det_Date	Det_History	Spec_Notes	Loc_Notes	Accuracy	Coll_Method	Pres_Method	Spec_Count	Lat_Lon_Method	Lat_Lon_Accuracy	Elev_m	Elev_f	Elev_Det	Trip_Code	Dissections	Illustrations	Measurements	Photos	SEM	DNA	OrigUSI	Family	Subfamily	Tribe	Macro_Habitat	Micro_Habitat	Host_Family	Host_Genus	Host_species	Host_subspecies	Host_Author	Host_Common_Name	Host_Relation	Host_Location	Host_Emergence_Date	Host_with_Specimen
	Megalopsallus	ellae	USA	California	Imperial	El Centro	32.79194	-115.56222	18 Mar 1948		Unknown	Adult Female	UCR	Data citation: PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heteroptera: Miridae: Orthotylinae, Phylinae). Version: <download date>. National Science Foundation grant DBI#0316495; Contact: Schuh, Randall T. (schuh@amnh.org); Link: http://research.amnh.org/pbi/	Paratype							Unknown	Pinned	2							NO	NO	NO	NO	NO			Miridae	Phylinae	Phylini			Ephedraceae	Ephedra	sp.				associated with			NO
	Megalopsallus	ellae	USA	California	Imperial	El Centro	32.79194	-115.56222	18 Mar 1948		Unknown	Adult Male	UCR	Data citation: PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heteroptera: Miridae: Orthotylinae, Phylinae). Version: <download date>. National Science Foundation grant DBI#0316495; Contact: Schuh, Randall T. (schuh@amnh.org); Link: http://research.amnh.org/pbi/	Paratype							Unknown	Pinned	11							NO	NO	NO	NO	NO			Miridae	Phylinae	Phylini			Ephedraceae	Ephedra	sp.				associated with			NO
	Acyrthosiphon (Acyrthosiphon)	scariolae	USA	California	Imperial	El Centro	32.79194	-115.56222	20 Apr 1948		R. C. Dickson	Adult sex unknown	UCR	Data citation: Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: <download date>. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115; Contact: Johnson, Christine (cjohnson@amnh.org); Link: http://tcn.amnh.org/	None	R.C. Dickson						Unknown	Slide	4							NO	NO	NO	NO	NO		UCR-ERM-aph-0000151	Aphididae	Aphidinae	Macrosiphini								lettuce	associated with			NO
	Xyphon	triguttata	USA	California	Imperial	El Centro	32.79194	-115.56222	02 Oct 1948		Timberlake	Adult sex unknown	UCR	Data citation: Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: <download date>. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115; Contact: Johnson, Christine (cjohnson@amnh.org); Link: http://tcn.amnh.org/	None							Unknown	Pinned	1							NO	NO	NO	NO	NO		UCRC ENT 145007	Cicadellidae	Cicadellinae	Cicadellini												NO
	Xyphon	triguttata	USA	California	Imperial	El Centro	32.79194	-115.56222	15 Mar 1950		R. A. Flock	Adult sex unknown	UCR	Data citation: Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: <download date>. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115; Contact: Johnson, Christine (cjohnson@amnh.org); Link: http://tcn.amnh.org/	None							Unknown	Pinned	1							NO	NO	NO	NO	NO		UCRC ENT 145006	Cicadellidae	Cicadellinae	Cicadellini												NO
	Megalopsallus	ellae	USA	California	Imperial	Glamis	32.99750	-115.07111	10 Mar 1976		J. C. Hall	Adult Female	UCR	Data citation: PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heteroptera: Miridae: Orthotylinae, Phylinae). Version: <download date>. National Science Foundation grant DBI#0316495; Contact: Schuh, Randall T. (schuh@amnh.org); Link: http://research.amnh.org/pbi/	Paratype							Unknown	Pinned	6							NO	NO	NO	NO	NO			Miridae	Phylinae	Phylini			Ephedraceae	Ephedra	sp.				associated with			NO
	Megalopsallus	ellae	USA	California	Imperial	Glamis	32.99750	-115.07111	10 Mar 1976		J. C. Hall	Adult Male	UCR	Data citation: PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heteroptera: Miridae: Orthotylinae, Phylinae). Version: <download date>. National Science Foundation grant DBI#0316495; Contact: Schuh, Randall T. (schuh@amnh.org); Link: http://research.amnh.org/pbi/	Paratype							Unknown	Pinned	7							NO	NO	NO	NO	NO			Miridae	Phylinae	Phylini			Ephedraceae	Ephedra	sp.				associated with			NO
	Megalopsallus	ellae	USA	California	Imperial	Salton Sea	33.47389	-115.88389	24 Mar 1949		R. A. Flock	Adult Male	UCR	Data citation: PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heteroptera: Miridae: Orthotylinae, Phylinae). Version: <download date>. National Science Foundation grant DBI#0316495; Contact: Schuh, Randall T. (schuh@amnh.org); Link: http://research.amnh.org/pbi/	Paratype							Unknown	Pinned	1							NO	NO	NO	NO	NO			Miridae	Phylinae	Phylini												NO
	Pseudatomoscelis	seriatus	USA	California	Imperial	Westmorland, 1 mi W on Jack Brothers Ranch, Gate 129	33.03722	-115.62056	08 Aug 1963		H. T. Reynolds	Adult Male	UCR	Data citation: PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heteroptera: Miridae: Orthotylinae, Phylinae). Version: <download date>. National Science Foundation grant DBI#0316495; Contact: Schuh, Randall T. (schuh@amnh.org); Link: http://research.amnh.org/pbi/	None							Unknown	Pinned	2							NO	NO	NO	NO	NO			Miridae	Phylinae	Phylini												NO
	Spanagonicus	albofasciatus	USA	California	Imperial	Westmorland, 1 mi W on Jack Brothers Ranch, Gate 129	33.03722	-115.62056	08 Aug 1963		Reynolds	Adult sex unknown	UCR	Data citation: PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heteroptera: Miridae: Orthotylinae, Phylinae). Version: <download date>. National Science Foundation grant DBI#0316495; Contact: Schuh, Randall T. (schuh@amnh.org); Link: http://research.amnh.org/pbi/	None							Unknown	Pinned	1							NO	NO	NO	NO	NO			Miridae	Phylinae	Phylini			Malvaceae					cotton	associated with			NO
	Pseudopsallus	tiquiliae	USA	California	Imperial	2 mi W of Glamis	32.99430	-115.10370	25 Jul 1960		R. C. Dickson	Adult Female	UCR	Data citation: PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heteroptera: Miridae: Orthotylinae, Phylinae). Version: <download date>. National Science Foundation grant DBI#0316495; Contact: Schuh, Randall T. (schuh@amnh.org); Link: http://research.amnh.org/pbi/	Paratype	M. D. Schwartz	2005	Pseudopsallus tiquiliae Schwartz		coordinates and elev for distance W on Rt 78 from Topozone USGS Glamis Quad		Beating Vegetation	Pinned	1	Map - local/regional		91	299	Unknown		NO	NO	NO	NO	NO			Miridae	Orthotylinae	Orthotylini			Boraginaceae	Tiquilia	palmeri				associated with			NO
	Pseudopsallus	tiquiliae	USA	California	Imperial	12 mi W of Calexico, at base of Mount Signal	32.67880	-115.63920	30 Mar 1974		J. D. Pinto	Adult Male	UCR	Data citation: PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heteroptera: Miridae: Orthotylinae, Phylinae). Version: <download date>. National Science Foundation grant DBI#0316495; Contact: Schuh, Randall T. (schuh@amnh.org); Link: http://research.amnh.org/pbi/	Paratype	M. D. Schwartz	2005	Pseudopsallus tiquiliae Schwartz		coordinates and elev from Topozone USGS Mount Signal Quad		Beating Vegetation	Pinned	5	Map - local/regional		-4	-13	Unknown		NO	NO	NO	NO	NO			Miridae	Orthotylinae	Orthotylini			Boraginaceae	Tiquilia	palmeri				associated with			NO
	Pseudopsallus	tiquiliae	USA	California	Imperial	2.5 mi N of Plaster City [Yuma Desert Recreation Lands, in Coyote Wash]	32.80930	-115.85140	01 May 1952		Timberlake	Adult Male	UCR	Data citation: PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heteroptera: Miridae: Orthotylinae, Phylinae). Version: <download date>. National Science Foundation grant DBI#0316495; Contact: Schuh, Randall T. (schuh@amnh.org); Link: http://research.amnh.org/pbi/	Paratype	M. D. Schwartz	2005	Pseudopsallus tiquiliae Schwartz		coordinates and elev for distance N on Old Overland Stage Route from Topozone USGS Plaster City Quad		Beating Vegetation	Pinned	8	Map - local/regional		18	59	Map		NO	NO	NO	NO	NO			Miridae	Orthotylinae	Orthotylini			Boraginaceae	Tiquilia	palmeri				associated with			NO
	Pseudopsallus	tiquiliae	USA	California	Imperial	Truckhaven	33.29630	-115.97850	15 Apr 1949		Timberlake	Adult Male	UCR	Data citation: PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heteroptera: Miridae: Orthotylinae, Phylinae). Version: <download date>. National Science Foundation grant DBI#0316495; Contact: Schuh, Randall T. (schuh@amnh.org); Link: http://research.amnh.org/pbi/	Paratype	M. D. Schwartz	2005	Pseudopsallus tiquiliae Schwartz		coordinates and elev from Topozone USGS Truckhaven Quad		Beating Vegetation	Pinned	2	Map - local/regional		-17	-56	Map		NO	NO	NO	NO	NO			Miridae	Orthotylinae	Orthotylini			Boraginaceae	Tiquilia	palmeri				associated with			NO
	Acyrthosiphon (Acyrthosiphon)	kondoi	USA	California	Imperial	Imperial	32.84800	-115.56900	12 Mar 1975		R. Hannibal	Adult sex unknown	UCR	Data citation: Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: <download date>. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115; Contact: Johnson, Christine (cjohnson@amnh.org); Link: http://tcn.amnh.org/	None	R.C. Dickson						Unknown	Slide	2	GeoLocate Software						NO	NO	NO	NO	NO		UCR-ERM-aph-0000050	Aphididae	Aphidinae	Macrosiphini			Fabaceae	Medicago	saliva			alfalfa	associated with			NO
	Acyrthosiphon (Acyrthosiphon)	loti	USA	California	Imperial	El Centro, Meloland	32.80306	-115.44667	19 Mar 1975		R. A. Flock	Adult sex unknown	UCR	Data citation: Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: <download date>. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115; Contact: Johnson, Christine (cjohnson@amnh.org); Link: http://tcn.amnh.org/	None	R.C. Dickson				Uncertainty: 5555 m; Centrad; Geolocate 2014; Uncertainty value is obtained by measuring half of the distance from Meloland to El Centro		Unknown	Slide	2	GeoLocate Software	1000-10000					NO	NO	NO	NO	NO		UCR-ERM-aph-0000052	Aphididae	Aphidinae	Macrosiphini			Fabaceae	Medicago	saliva			alfalfa	associated with			NO
