PBIUSI	Genus	species	Country	State_Prov	Sec_Subdiv	Locality	Lat	Lon	Start_Date	End_Date	Collector	Sex	Inst_Code	Project	Type	Det_By	Det_Date	Det_History	Spec_Notes	Loc_Notes	Accuracy	Coll_Method	Pres_Method	Spec_Count	Lat_Lon_Method	Lat_Lon_Accuracy	Elev_m	Elev_f	Elev_Det	Trip_Code	Dissections	Illustrations	Measurements	Photos	SEM	DNA	OrigUSI	Family	Subfamily	Tribe	Macro_Habitat	Micro_Habitat	Host_Family	Host_Genus	Host_species	Host_subspecies	Host_Author	Host_Common_Name	Host_Relation	Host_Location	Host_Emergence_Date	Host_with_Specimen
	Europiella	decolor	USA	California	Los Angeles	Westwood Hills	34.05611	-118.42972	11 May 1942	20 Dec 1962	R. Beer, C. Ishida	Adult Male	LACM	Data citation: PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heteroptera: Miridae: Orthotylinae, Phylinae). Version: <download date>. National Science Foundation grant DBI#0316495; Contact: Schuh, Randall T. (schuh@amnh.org); Link: http://research.amnh.org/pbi/	None							Unknown	Pinned	3							NO	NO	NO	NO	NO			Miridae	Phylinae	Phylini												NO
	Plagiognathus	ribesi	USA	California	Mono	Mammoth Camp	38.00222	-120.13611			D. Pierce	Adult Female	LACM	Data citation: PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heteroptera: Miridae: Orthotylinae, Phylinae). Version: <download date>. National Science Foundation grant DBI#0316495; Contact: Schuh, Randall T. (schuh@amnh.org); Link: http://research.amnh.org/pbi/	None							Unknown	Pinned	3							NO	NO	NO	NO	NO			Miridae	Phylinae	Phylini												NO
	Europiella	artemisiae	USA	California	Orange	Santa Ana	33.74556	-117.86694	01 Apr 1936		C. E. Norland	Adult Male	LACM	Data citation: PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heteroptera: Miridae: Orthotylinae, Phylinae). Version: <download date>. National Science Foundation grant DBI#0316495; Contact: Schuh, Randall T. (schuh@amnh.org); Link: http://research.amnh.org/pbi/	None							Unknown	Pinned	1							NO	NO	NO	NO	NO			Miridae	Phylinae	Phylini												NO
	Tuxedo	cruralis	USA	California	Los Angeles	Malibu Canyon	34.00500	-118.80917	27 Feb 1966		Unknown	Adult Male	LACM	Data citation: PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heteroptera: Miridae: Orthotylinae, Phylinae). Version: <download date>. National Science Foundation grant DBI#0316495; Contact: Schuh, Randall T. (schuh@amnh.org); Link: http://research.amnh.org/pbi/	None							Unknown	Pinned	3							NO	NO	NO	NO	NO			Miridae	Phylinae	Phylini												NO
	Chlamydatus	monilipes	USA	California	El Dorado	Lake Tahoe, lakeside	39.16667	-120.14333	27 Jul 1930		H. H. Keifer	Adult Male	LACM	Data citation: PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heteroptera: Miridae: Orthotylinae, Phylinae). Version: <download date>. National Science Foundation grant DBI#0316495; Contact: Schuh, Randall T. (schuh@amnh.org); Link: http://research.amnh.org/pbi/	None				host as Chrysothamnus nauseosus  (Pall. ex Pursh) Britt.			Unknown	Pinned	2							NO	NO	NO	NO	NO			Miridae	Phylinae	Phylini			Asteraceae	Ericameria	nauseosa				associated with			NO
	Plagiognathus	moerens	USA	California	Los Angeles	Los Angeles County, no specific locality	34.05222	-118.24278	22 Mar 1939		K. E. Stager	Adult Female	LACM	Data citation: PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heteroptera: Miridae: Orthotylinae, Phylinae). Version: <download date>. National Science Foundation grant DBI#0316495; Contact: Schuh, Randall T. (schuh@amnh.org); Link: http://research.amnh.org/pbi/	None							Unknown	Pinned	2	GeoLocate Software		85	280	Google Earth		NO	NO	NO	NO	NO			Miridae	Phylinae	Phylini												NO
	Oligotylus	ceanothi	USA	California	Los Angeles	W Fork San Gabriel River, San Gabriel Mountains	34.09611	-118.10500	05 May 1946		KB rodkorb	Adult Male	LACM	Data citation: PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heteroptera: Miridae: Orthotylinae, Phylinae). Version: <download date>. National Science Foundation grant DBI#0316495; Contact: Schuh, Randall T. (schuh@amnh.org); Link: http://research.amnh.org/pbi/	Paratype							Unknown	Pinned	1			792	2600	Unknown		NO	NO	NO	NO	NO			Miridae	Phylinae	Phylini												NO
	Plagiognathus	verticalis	USA	California	Los Angeles	Santa Monica Mountains	34.01944	-118.49028			Unknown	Adult Female	LACM	Data citation: PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heteroptera: Miridae: Orthotylinae, Phylinae). Version: <download date>. National Science Foundation grant DBI#0316495; Contact: Schuh, Randall T. (schuh@amnh.org); Link: http://research.amnh.org/pbi/	None							Unknown	Pinned	1							NO	NO	NO	NO	NO			Miridae	Phylinae	Phylini												NO
	Plagiognathus	verticalis	USA	California	Los Angeles	Santa Monica Mountains	34.01944	-118.49028	15 May 1966		B. Stabile	Adult Female	LACM	Data citation: PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heteroptera: Miridae: Orthotylinae, Phylinae). Version: <download date>. National Science Foundation grant DBI#0316495; Contact: Schuh, Randall T. (schuh@amnh.org); Link: http://research.amnh.org/pbi/	None							Unknown	Pinned	2							NO	NO	NO	NO	NO			Miridae	Phylinae	Phylini												NO
	Tuxedo	bicinctus	USA	California	Los Angeles	Flintridge	39.33667	-123.30000	10 May 1955		C. L. Hogue	Adult Male	LACM	Data citation: PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heteroptera: Miridae: Orthotylinae, Phylinae). Version: <download date>. National Science Foundation grant DBI#0316495; Contact: Schuh, Randall T. (schuh@amnh.org); Link: http://research.amnh.org/pbi/	None							Unknown	Pinned	1							NO	NO	NO	NO	NO			Miridae	Phylinae	Phylini												NO
	Adenostomocoris	pintoi	USA	California	San Bernardino	Camp Baldy	34.29528	-116.91392	14 Jun 1926		L. L. Muchmore	Adult Male	LACM	Data citation: PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heteroptera: Miridae: Orthotylinae, Phylinae). Version: <download date>. National Science Foundation grant DBI#0316495; Contact: Schuh, Randall T. (schuh@amnh.org); Link: http://research.amnh.org/pbi/	Paratype					Old Baldy Council Camp		Unknown	Pinned	14							NO	NO	NO	NO	NO			Miridae	Phylinae	Phylini												NO
	Plagiognathus	verticalis	USA	California	Los Angeles	Tanbark Flats, San Gabriel Mountains	34.20350	-117.76105	17 Jun 1956	25 Jun 1952	A. S. Menke, B. Tinglof	Adult Female	LACM	Data citation: PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heteroptera: Miridae: Orthotylinae, Phylinae). Version: <download date>. National Science Foundation grant DBI#0316495; Contact: Schuh, Randall T. (schuh@amnh.org); Link: http://research.amnh.org/pbi/	None					corrected coordinates and elev - MDS		Unknown	Pinned	1	Google Earth		823	2700	Google Earth		NO	NO	NO	NO	NO			Miridae	Phylinae	Phylini												NO
	Megalopsallus	ephedrae	USA	California	Inyo	Inyo Mountains	36.16667	-118.00000	25 May 1937		D. Little	Adult Female	LACM	Data citation: PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heteroptera: Miridae: Orthotylinae, Phylinae). Version: <download date>. National Science Foundation grant DBI#0316495; Contact: Schuh, Randall T. (schuh@amnh.org); Link: http://research.amnh.org/pbi/	None							Unknown	Pinned	1							NO	NO	NO	NO	NO			Miridae	Phylinae	Phylini												NO
	Plagiognathus	verticalis	USA	California	Los Angeles	Temescal Canyon	34.03583	-118.53444	12 Apr 1979		Unknown	Adult Female	LACM	Data citation: PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heteroptera: Miridae: Orthotylinae, Phylinae). Version: <download date>. National Science Foundation grant DBI#0316495; Contact: Schuh, Randall T. (schuh@amnh.org); Link: http://research.amnh.org/pbi/	None							Unknown	Pinned	1							NO	NO	NO	NO	NO			Miridae	Phylinae	Phylini												NO
	Megalopsallus	ephedrae	USA	California	San Bernardino	Victorville	34.53611	-117.29028	21 Apr 1935		C. E. Norland	Adult Female	LACM	Data citation: PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heteroptera: Miridae: Orthotylinae, Phylinae). Version: <download date>. National Science Foundation grant DBI#0316495; Contact: Schuh, Randall T. (schuh@amnh.org); Link: http://research.amnh.org/pbi/	None							Unknown	Pinned	2							NO	NO	NO	NO	NO			Miridae	Phylinae	Phylini												NO
	Chlamydatus	monilipes	USA	California	San Bernardino	Victorville	34.53611	-117.29028	21 Apr 1935		Unknown	Adult Male	LACM	Data citation: PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heteroptera: Miridae: Orthotylinae, Phylinae). Version: <download date>. National Science Foundation grant DBI#0316495; Contact: Schuh, Randall T. (schuh@amnh.org); Link: http://research.amnh.org/pbi/	None							Unknown	Pinned	1							NO	NO	NO	NO	NO			Miridae	Phylinae	Phylini												NO
	Tuxedo	cruralis	USA	California	Ventura	Ojai	34.44806	-119.24194	24 Apr 1935		C. E. Norland	Adult Male	LACM	Data citation: PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heteroptera: Miridae: Orthotylinae, Phylinae). Version: <download date>. National Science Foundation grant DBI#0316495; Contact: Schuh, Randall T. (schuh@amnh.org); Link: http://research.amnh.org/pbi/	None							Unknown	Pinned	1							NO	NO	NO	NO	NO			Miridae	Phylinae	Phylini												NO
	Chlamydatus	monilipes	USA	California	Mono	Mono County	37.91667	-118.86667	03 Aug 1939		W. Dwight Pierce	Adult Male	LACM	Data citation: PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heteroptera: Miridae: Orthotylinae, Phylinae). Version: <download date>. National Science Foundation grant DBI#0316495; Contact: Schuh, Randall T. (schuh@amnh.org); Link: http://research.amnh.org/pbi/	None							Unknown	Pinned	5							NO	NO	NO	NO	NO			Miridae	Phylinae	Phylini												NO
	Tuxedo	cruralis	USA	California	Tulare	Sequoia National Park	36.42750	-119.11611	29 May 1949		W. D. Pierce	Adult Female	LACM	Data citation: PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heteroptera: Miridae: Orthotylinae, Phylinae). Version: <download date>. National Science Foundation grant DBI#0316495; Contact: Schuh, Randall T. (schuh@amnh.org); Link: http://research.amnh.org/pbi/	None							Unknown	Pinned	3							NO	NO	NO	NO	NO			Miridae	Phylinae	Phylini			Rhamnaceae	Ceanothus	sp.				associated with			NO
	Pseudatomoscelis	seriatus	USA	California	Los Angeles	Placerita Canon	38.29944	-122.42639	22 Apr 1939		Unknown	Adult Male	LACM	Data citation: PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heteroptera: Miridae: Orthotylinae, Phylinae). Version: <download date>. National Science Foundation grant DBI#0316495; Contact: Schuh, Randall T. (schuh@amnh.org); Link: http://research.amnh.org/pbi/	None							Unknown	Pinned	1							NO	NO	NO	NO	NO			Miridae	Phylinae	Phylini												NO
	Oligotylus	carneatus	USA	California	Los Angeles	Tanbark Flats, San Gabriel Mountains	34.20350	-117.76105	24 Jun 1952		J. P. Powers, R. Tingelof	Adult Female	LACM	Data citation: PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heteroptera: Miridae: Orthotylinae, Phylinae). Version: <download date>. National Science Foundation grant DBI#0316495; Contact: Schuh, Randall T. (schuh@amnh.org); Link: http://research.amnh.org/pbi/	None					corrected coordinates and elev - MDS		Unknown	Pinned	3	Google Earth		823	2700	Google Earth		NO	NO	NO	NO	NO			Miridae	Phylinae	Phylini												NO
	Spanagonicus	albofasciatus	USA	California	Los Angeles	Bel Air Area	34.08333	-118.44778	11 Jul 1966		Chris Ishida	Adult Male	LACM	Data citation: PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heteroptera: Miridae: Orthotylinae, Phylinae). Version: <download date>. National Science Foundation grant DBI#0316495; Contact: Schuh, Randall T. (schuh@amnh.org); Link: http://research.amnh.org/pbi/	None							Unknown	Pinned	3							NO	NO	NO	NO	NO			Miridae	Phylinae	Phylini												NO
	Plagiognathus	verticalis	USA	California	Los Angeles	Beverly Glen	34.10778	-118.44472	13 Jun 1957		R.X. Schick	Adult Male	LACM	Data citation: PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heteroptera: Miridae: Orthotylinae, Phylinae). Version: <download date>. National Science Foundation grant DBI#0316495; Contact: Schuh, Randall T. (schuh@amnh.org); Link: http://research.amnh.org/pbi/	None							Unknown	Pinned	1							NO	NO	NO	NO	NO			Miridae	Phylinae	Phylini												NO
	Spanagonicus	albofasciatus	USA	California	Los Angeles	Black Butte, Antelope Valley	34.56290	-117.72700	22 Aug 1959		Gale Sphon	Adult Male	LACM	Data citation: PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heteroptera: Miridae: Orthotylinae, Phylinae). Version: <download date>. National Science Foundation grant DBI#0316495; Contact: Schuh, Randall T. (schuh@amnh.org); Link: http://research.amnh.org/pbi/	None					coordinates and elev for access rd at N of butte from Topozone USGS EL MIRAGE Quad		Unknown	Pinned	2	Gazetteer		905	2969	Map		NO	NO	NO	NO	NO			Miridae	Phylinae	Phylini												NO
	Plagiognathus	verticalis	USA	California	Fresno	Dunlap	36.73833	-119.12000	29 May 1949		W. Dwight Pierce	Adult Male	LACM	Data citation: PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heteroptera: Miridae: Orthotylinae, Phylinae). Version: <download date>. National Science Foundation grant DBI#0316495; Contact: Schuh, Randall T. (schuh@amnh.org); Link: http://research.amnh.org/pbi/	None							Unknown	Pinned	2							NO	NO	NO	NO	NO			Miridae	Phylinae	Phylini			Ranunculaceae	Delphinium	sp.				associated with			NO
	Plagiognathus	moerens	USA	California	Los Angeles	Los Angeles County, no specific locality	34.05222	-118.24278	22 Mar 1939		K. E. Stager	Adult Male	LACM	Data citation: PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heteroptera: Miridae: Orthotylinae, Phylinae). Version: <download date>. National Science Foundation grant DBI#0316495; Contact: Schuh, Randall T. (schuh@amnh.org); Link: http://research.amnh.org/pbi/	None							Unknown	Pinned	1	GeoLocate Software		85	280	Google Earth		NO	NO	NO	NO	NO			Miridae	Phylinae	Phylini												NO
	Plagiognathus	verticalis	USA	California	Sacramento	Orangevale	38.67861	-121.22472	25 May 1930		H. H. Keifer	Adult Male	LACM	Data citation: PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heteroptera: Miridae: Orthotylinae, Phylinae). Version: <download date>. National Science Foundation grant DBI#0316495; Contact: Schuh, Randall T. (schuh@amnh.org); Link: http://research.amnh.org/pbi/	None							Unknown	Pinned	5							NO	NO	NO	NO	NO			Miridae	Phylinae	Phylini			Fabaceae	Lupinus	sp.				associated with			NO
	Tuxedo	susansolomonae	USA	California	Los Angeles	Glendora	34.13611	-117.86444	03 May 1937		C. E. Norland	Adult Female	LACM	Data citation: PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heteroptera: Miridae: Orthotylinae, Phylinae). Version: <download date>. National Science Foundation grant DBI#0316495; Contact: Schuh, Randall T. (schuh@amnh.org); Link: http://research.amnh.org/pbi/	None							Unknown	Pinned	3			238	781	Google Earth		NO	NO	NO	NO	NO			Miridae	Phylinae	Phylini												NO
	Megalopsallus	marmoratus	USA	California	Inyo	Death Valley, Saratoga Springs	36.45556	-116.86667	23 Mar 1957		C. L. Hogue	Adult Male	LACM	Data citation: PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heteroptera: Miridae: Orthotylinae, Phylinae). Version: <download date>. National Science Foundation grant DBI#0316495; Contact: Schuh, Randall T. (schuh@amnh.org); Link: http://research.amnh.org/pbi/	None							Unknown	Pinned	1							NO	NO	NO	NO	NO			Miridae	Phylinae	Phylini												NO
	Tuxedo	susansolomonae	USA	California	Los Angeles	Glendora	34.13611	-117.86444	03 May 1937		C. E. Norland	Adult Male	LACM	Data citation: PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heteroptera: Miridae: Orthotylinae, Phylinae). Version: <download date>. National Science Foundation grant DBI#0316495; Contact: Schuh, Randall T. (schuh@amnh.org); Link: http://research.amnh.org/pbi/	None							Unknown	Pinned	10			238	781	Google Earth		NO	NO	NO	NO	NO			Miridae	Phylinae	Phylini												NO
	Chlamydatus	associatus	USA	California	Orange	El Modena	33.78778	-117.80861	06 Jun 1935		C. E. Norland	Adult sex unknown	LACM	Data citation: PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heteroptera: Miridae: Orthotylinae, Phylinae). Version: <download date>. National Science Foundation grant DBI#0316495; Contact: Schuh, Randall T. (schuh@amnh.org); Link: http://research.amnh.org/pbi/	None							Unknown	Pinned	1							NO	NO	NO	NO	NO			Miridae	Phylinae	Phylini			Asteraceae					sunflower	associated with			NO
	Plagiognathus	verticalis	USA	California	Riverside	San Jacinto Mountains	33.81444	-116.67833	26 Apr 1953		A. Fukushima	Adult Male	LACM	Data citation: PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heteroptera: Miridae: Orthotylinae, Phylinae). Version: <download date>. National Science Foundation grant DBI#0316495; Contact: Schuh, Randall T. (schuh@amnh.org); Link: http://research.amnh.org/pbi/	None							Unknown	Pinned	1			1524	5000	Unknown		NO	NO	NO	NO	NO			Miridae	Phylinae	Phylini												NO
	Plagiognathus	verticalis	USA	California	Los Angeles	Santa Monica Mountains	34.01944	-118.49028			Unknown	Adult Male	LACM	Data citation: PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heteroptera: Miridae: Orthotylinae, Phylinae). Version: <download date>. National Science Foundation grant DBI#0316495; Contact: Schuh, Randall T. (schuh@amnh.org); Link: http://research.amnh.org/pbi/	None							Unknown	Pinned	2							NO	NO	NO	NO	NO			Miridae	Phylinae	Phylini												NO
	Megalopsallus	marmoratus	USA	California	Inyo	Death Valley, Triangle Spa	36.45556	-116.86667	16 Apr 1943		G. Willett	Adult Male	LACM	Data citation: PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heteroptera: Miridae: Orthotylinae, Phylinae). Version: <download date>. National Science Foundation grant DBI#0316495; Contact: Schuh, Randall T. (schuh@amnh.org); Link: http://research.amnh.org/pbi/	None							Unknown	Pinned	1							NO	NO	NO	NO	NO			Miridae	Phylinae	Phylini												NO
	Spanagonicus	albofasciatus	USA	California	Inyo	Saline Valley	36.70306	-117.81500	01 Jul 1976		D. Giuliani	Adult Male	LACM	Data citation: PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heteroptera: Miridae: Orthotylinae, Phylinae). Version: <download date>. National Science Foundation grant DBI#0316495; Contact: Schuh, Randall T. (schuh@amnh.org); Link: http://research.amnh.org/pbi/	None							Unknown	Pinned	4							NO	NO	NO	NO	NO			Miridae	Phylinae	Phylini												NO
	Plagiognathus	verticalis	USA	California	Los Angeles	Tanbark Flats, San Gabriel Mountains	34.20350	-117.76105	17 Jun 1956	25 Jun 1952	A. S. Menke, B. Tinglof	Adult Male	LACM	Data citation: PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heteroptera: Miridae: Orthotylinae, Phylinae). Version: <download date>. National Science Foundation grant DBI#0316495; Contact: Schuh, Randall T. (schuh@amnh.org); Link: http://research.amnh.org/pbi/	None					corrected coordinates and elev - MDS		Unknown	Pinned	3	Google Earth		823	2700	Google Earth		NO	NO	NO	NO	NO			Miridae	Phylinae	Phylini												NO
	Plagiognathus	verticalis	USA	California	Los Angeles	Tapia Park	34.08472	-118.70556	09 Apr 1966		Unknown	Adult Male	LACM	Data citation: PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heteroptera: Miridae: Orthotylinae, Phylinae). Version: <download date>. National Science Foundation grant DBI#0316495; Contact: Schuh, Randall T. (schuh@amnh.org); Link: http://research.amnh.org/pbi/	None							Unknown	Pinned	1							NO	NO	NO	NO	NO			Miridae	Phylinae	Phylini												NO
	Plagiognathus	verticalis	USA	California	Fresno	Dunlap	36.73833	-119.12000	29 May 1949		W. Dwight Pierce	Adult Female	LACM	Data citation: PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heteroptera: Miridae: Orthotylinae, Phylinae). Version: <download date>. National Science Foundation grant DBI#0316495; Contact: Schuh, Randall T. (schuh@amnh.org); Link: http://research.amnh.org/pbi/	None							Unknown	Pinned	3							NO	NO	NO	NO	NO			Miridae	Phylinae	Phylini			Ranunculaceae	Delphinium	sp.				associated with			NO
	Europiella	decolor	USA	California	Los Angeles	West Fork San Gabriel River	34.10740	-117.97649	05 May 1996		KB rodkorb	Adult Male	LACM	Data citation: PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heteroptera: Miridae: Orthotylinae, Phylinae). Version: <download date>. National Science Foundation grant DBI#0316495; Contact: Schuh, Randall T. (schuh@amnh.org); Link: http://research.amnh.org/pbi/	None							Unknown	Pinned	1							NO	NO	NO	NO	NO			Miridae	Phylinae	Phylini												NO
