PBIUSI	Genus	species	Country	State_Prov	Sec_Subdiv	Locality	Lat	Lon	Start_Date	End_Date	Collector	Sex	Inst_Code	Project	Type	Det_By	Det_Date	Det_History	Spec_Notes	Loc_Notes	Accuracy	Coll_Method	Pres_Method	Spec_Count	Lat_Lon_Method	Lat_Lon_Accuracy	Elev_m	Elev_f	Elev_Det	Trip_Code	Dissections	Illustrations	Measurements	Photos	SEM	DNA	OrigUSI	Family	Subfamily	Tribe	Macro_Habitat	Micro_Habitat	Host_Family	Host_Genus	Host_species	Host_subspecies	Host_Author	Host_Common_Name	Host_Relation	Host_Location	Host_Emergence_Date	Host_with_Specimen
	Tuxedo	susansolomonae	USA	California	El Dorado	Coloma	38.80000	-120.88917	14 May 1955		D. L. Dahlsten	Adult Female	UCD	Data citation: PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heteroptera: Miridae: Orthotylinae, Phylinae). Version: <download date>. National Science Foundation grant DBI#0316495; Contact: Schuh, Randall T. (schuh@amnh.org); Link: http://research.amnh.org/pbi/	None							Unknown	Pinned	1							NO	NO	NO	NO	NO			Miridae	Phylinae	Phylini												NO
	Pseudatomoscelis	seriatus	USA	California	El Dorado	W of Rescue	38.71167	-120.95028	12 May 1973		L. T. Wilson	Adult Male	UCD	Data citation: PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heteroptera: Miridae: Orthotylinae, Phylinae). Version: <download date>. National Science Foundation grant DBI#0316495; Contact: Schuh, Randall T. (schuh@amnh.org); Link: http://research.amnh.org/pbi/	None							Unknown	Pinned	1							NO	NO	NO	NO	NO			Miridae	Phylinae	Phylini												NO
	Europiella	artemisiae	USA	California	Humboldt	Mad River Beach [County Park]	40.93519	-124.13348	20 Jun 1969		W. G. Goodman	Adult Male	UCD	Data citation: PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heteroptera: Miridae: Orthotylinae, Phylinae). Version: <download date>. National Science Foundation grant DBI#0316495; Contact: Schuh, Randall T. (schuh@amnh.org); Link: http://research.amnh.org/pbi/	None					moved from Mad River to Mad River Beach County Park - MDS		Unknown	Pinned	3	Google Earth		5	17	Google Earth		NO	NO	NO	NO	NO			Miridae	Phylinae	Phylini												NO
	Oligotylus	maneadero	USA	California	Humboldt	Trinidad	41.05944	-124.14194	29 May 1955		E. I. Schlinger	Adult Male	UCD	Data citation: PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heteroptera: Miridae: Orthotylinae, Phylinae). Version: <download date>. National Science Foundation grant DBI#0316495; Contact: Schuh, Randall T. (schuh@amnh.org); Link: http://research.amnh.org/pbi/	Paratype							Unknown	Pinned	1							NO	NO	NO	NO	NO			Miridae	Phylinae	Phylini												NO
	Spanagonicus	albofasciatus	USA	California	Imperial	15 mi E of Glamis	32.99750	-114.81255	13 Oct 1975		D. S. Horning Jr.	Adult Male	UCD	Data citation: PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heteroptera: Miridae: Orthotylinae, Phylinae). Version: <download date>. National Science Foundation grant DBI#0316495; Contact: Schuh, Randall T. (schuh@amnh.org); Link: http://research.amnh.org/pbi/	None							Unknown	Pinned	2							NO	NO	NO	NO	NO			Miridae	Phylinae	Phylini												NO
	Chlamydatus	monilipes	USA	California	Inyo	Alabama Hills	36.61472	-118.09500	12 May 1979		L. D. French	Adult Male	UCD	Data citation: PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heteroptera: Miridae: Orthotylinae, Phylinae). Version: <download date>. National Science Foundation grant DBI#0316495; Contact: Schuh, Randall T. (schuh@amnh.org); Link: http://research.amnh.org/pbi/	None							Unknown	Pinned	1							NO	NO	NO	NO	NO			Miridae	Phylinae	Phylini												NO
	Chlamydatus	associatus	USA	California	Inyo	Big Pine	37.16500	-118.28861	04 Sep 1956		R. M. Bobart	Adult Male	UCD	Data citation: PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heteroptera: Miridae: Orthotylinae, Phylinae). Version: <download date>. National Science Foundation grant DBI#0316495; Contact: Schuh, Randall T. (schuh@amnh.org); Link: http://research.amnh.org/pbi/	None							Unknown	Pinned	1							NO	NO	NO	NO	NO			Miridae	Phylinae	Phylini												NO
	Chlamydatus	associatus	USA	California	Inyo	Deep Springs, Deep Springs Lake	37.37167	-117.98417	13 May 1974		B. Villegas	Adult Male	UCD	Data citation: PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heteroptera: Miridae: Orthotylinae, Phylinae). Version: <download date>. National Science Foundation grant DBI#0316495; Contact: Schuh, Randall T. (schuh@amnh.org); Link: http://research.amnh.org/pbi/	None							Unknown	Pinned	1							NO	NO	NO	NO	NO			Miridae	Phylinae	Phylini												NO
	Chlamydatus	associatus	USA	California	Kern	13 mi S of Shafter	35.31262	-119.27083	16 May 1965		A. S. Menke	Adult Male	UCD	Data citation: PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heteroptera: Miridae: Orthotylinae, Phylinae). Version: <download date>. National Science Foundation grant DBI#0316495; Contact: Schuh, Randall T. (schuh@amnh.org); Link: http://research.amnh.org/pbi/	None							Unknown	Pinned	1							NO	NO	NO	NO	NO			Miridae	Phylinae	Phylini												NO
	Chlamydatus	associatus	USA	California	Kern	Comanche Point	35.13222	-118.82139	29 Apr 1954		O. G. Bacon	Adult Male	UCD	Data citation: PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heteroptera: Miridae: Orthotylinae, Phylinae). Version: <download date>. National Science Foundation grant DBI#0316495; Contact: Schuh, Randall T. (schuh@amnh.org); Link: http://research.amnh.org/pbi/	None							Unknown	Pinned	1							NO	NO	NO	NO	NO			Miridae	Phylinae	Phylini												NO
	Pseudatomoscelis	seriatus	USA	California	Kern	Comanche Point	35.13222	-118.82139	22 Apr 1954		O.G. Bacon	Adult sex unknown	UCD	Data citation: PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heteroptera: Miridae: Orthotylinae, Phylinae). Version: <download date>. National Science Foundation grant DBI#0316495; Contact: Schuh, Randall T. (schuh@amnh.org); Link: http://research.amnh.org/pbi/	None							Unknown	Pinned	1							NO	NO	NO	NO	NO			Miridae	Phylinae	Phylini			Solanaceae					potato	associated with			NO
	Pseudatomoscelis	seriatus	USA	California	Kern	Delano	35.76889	-119.24611	22 Apr 1954		O.G. Bacon	Adult sex unknown	UCD	Data citation: PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heteroptera: Miridae: Orthotylinae, Phylinae). Version: <download date>. National Science Foundation grant DBI#0316495; Contact: Schuh, Randall T. (schuh@amnh.org); Link: http://research.amnh.org/pbi/	None							Unknown	Pinned	1							NO	NO	NO	NO	NO			Miridae	Phylinae	Phylini			Solanaceae					potato	associated with			NO
	Spanagonicus	albofasciatus	USA	California	Kern	Famoso	35.59806	-119.20722	08 Nov 1955		T. R. Haig	Adult Male	UCD	Data citation: PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heteroptera: Miridae: Orthotylinae, Phylinae). Version: <download date>. National Science Foundation grant DBI#0316495; Contact: Schuh, Randall T. (schuh@amnh.org); Link: http://research.amnh.org/pbi/	None							Unknown	Pinned	1							NO	NO	NO	NO	NO			Miridae	Phylinae	Phylini												NO
	Spanagonicus	albofasciatus	USA	California	Kern	Johannesburg	35.37278	-117.63389	04 Sep 1958		E. I. Schlinger	Adult Male	UCD	Data citation: PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heteroptera: Miridae: Orthotylinae, Phylinae). Version: <download date>. National Science Foundation grant DBI#0316495; Contact: Schuh, Randall T. (schuh@amnh.org); Link: http://research.amnh.org/pbi/	None							Unknown	Pinned	1							NO	NO	NO	NO	NO			Miridae	Phylinae	Phylini												NO
	Pseudatomoscelis	seriatus	USA	California	Kern	McFarland	35.67806	-119.22833	22 Apr 1954		O.G. Bacon	Adult sex unknown	UCD	Data citation: PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heteroptera: Miridae: Orthotylinae, Phylinae). Version: <download date>. National Science Foundation grant DBI#0316495; Contact: Schuh, Randall T. (schuh@amnh.org); Link: http://research.amnh.org/pbi/	None							Unknown	Pinned	1							NO	NO	NO	NO	NO			Miridae	Phylinae	Phylini			Solanaceae					potato	associated with			NO
	Pseudatomoscelis	seriatus	USA	California	Kern	Red Rock Canyon	35.32500	-117.94972	02 Sep 1957		E. I. Schlinger	Adult Male	UCD	Data citation: PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heteroptera: Miridae: Orthotylinae, Phylinae). Version: <download date>. National Science Foundation grant DBI#0316495; Contact: Schuh, Randall T. (schuh@amnh.org); Link: http://research.amnh.org/pbi/	None							Unknown	Pinned	1							NO	NO	NO	NO	NO			Miridae	Phylinae	Phylini												NO
	Pseudatomoscelis	seriatus	USA	California	Kern	Sand Canyon, 3 mi W of Brown	35.77361	-117.90262	07 Apr 1966		D. R. Miller	Adult Male	UCD	Data citation: PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heteroptera: Miridae: Orthotylinae, Phylinae). Version: <download date>. National Science Foundation grant DBI#0316495; Contact: Schuh, Randall T. (schuh@amnh.org); Link: http://research.amnh.org/pbi/	None							Unknown	Pinned	1							NO	NO	NO	NO	NO			Miridae	Phylinae	Phylini												NO
	Spanagonicus	albofasciatus	USA	California	Kern	Wasco	35.59417	-119.34000	26 Jul 1957		L. W. Isaak	Adult Male	UCD	Data citation: PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heteroptera: Miridae: Orthotylinae, Phylinae). Version: <download date>. National Science Foundation grant DBI#0316495; Contact: Schuh, Randall T. (schuh@amnh.org); Link: http://research.amnh.org/pbi/	None							Unknown	Pinned	1							NO	NO	NO	NO	NO			Miridae	Phylinae	Phylini												NO
	Spanagonicus	albofasciatus	USA	California	Kern	Wasco, Maple Leaf Ranch	35.59417	-119.34000	22 Apr 1954		O.G. Bacon	Adult sex unknown	UCD	Data citation: PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heteroptera: Miridae: Orthotylinae, Phylinae). Version: <download date>. National Science Foundation grant DBI#0316495; Contact: Schuh, Randall T. (schuh@amnh.org); Link: http://research.amnh.org/pbi/	None							Unknown	Pinned	1							NO	NO	NO	NO	NO			Miridae	Phylinae	Phylini			Solanaceae					potato	associated with			NO
	Spanagonicus	albofasciatus	USA	California	Kern	Woody	35.70417	-118.83333	30 Jul 1959		L. A. Stange	Adult Male	UCD	Data citation: PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heteroptera: Miridae: Orthotylinae, Phylinae). Version: <download date>. National Science Foundation grant DBI#0316495; Contact: Schuh, Randall T. (schuh@amnh.org); Link: http://research.amnh.org/pbi/	None							Unknown	Pinned	1							NO	NO	NO	NO	NO			Miridae	Phylinae	Phylini												NO
	Plagiognathus	verticalis	USA	California	Lake	Blue Lake	40.88306	-123.98278	03 Jun 1954		S. M. Fidal	Adult Female	UCD	Data citation: PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heteroptera: Miridae: Orthotylinae, Phylinae). Version: <download date>. National Science Foundation grant DBI#0316495; Contact: Schuh, Randall T. (schuh@amnh.org); Link: http://research.amnh.org/pbi/	None							Unknown	Pinned	1							NO	NO	NO	NO	NO			Miridae	Phylinae	Phylini												NO
	Plagiognathus	moerens	USA	California	Lake	Clear Lake	39.06167	-122.82611	15 Apr 1953		H. T. Osborn	Adult Female	UCD	Data citation: PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heteroptera: Miridae: Orthotylinae, Phylinae). Version: <download date>. National Science Foundation grant DBI#0316495; Contact: Schuh, Randall T. (schuh@amnh.org); Link: http://research.amnh.org/pbi/	None							Unknown	Pinned	2							NO	NO	NO	NO	NO			Miridae	Phylinae	Phylini			Brassicaceae	Brassica	sp.			mustard	associated with			NO
	Plagiognathus	verticalis	USA	California	Lake	North Fork Cache Creek on Hwy 20	38.98865	-122.53936	17 May 1961		D. R. Miller	Adult Female	UCD	Data citation: PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heteroptera: Miridae: Orthotylinae, Phylinae). Version: <download date>. National Science Foundation grant DBI#0316495; Contact: Schuh, Randall T. (schuh@amnh.org); Link: http://research.amnh.org/pbi/	None							Unknown	Pinned	1							NO	NO	NO	NO	NO			Miridae	Phylinae	Phylini												NO
	Plagiognathus	verticalis	USA	California	Lake	North Fork Cache Creek on Hwy 20	38.98865	-122.53936	17 May 1961		D. R. Miller	Adult Male	UCD	Data citation: PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heteroptera: Miridae: Orthotylinae, Phylinae). Version: <download date>. National Science Foundation grant DBI#0316495; Contact: Schuh, Randall T. (schuh@amnh.org); Link: http://research.amnh.org/pbi/	None							Unknown	Pinned	1							NO	NO	NO	NO	NO			Miridae	Phylinae	Phylini												NO
	Chlamydatus	associatus	USA	California	Lassen	Doyle	40.02806	-120.10278	29 Jun 1957		E. I. Schlinger	Adult Male	UCD	Data citation: PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heteroptera: Miridae: Orthotylinae, Phylinae). Version: <download date>. National Science Foundation grant DBI#0316495; Contact: Schuh, Randall T. (schuh@amnh.org); Link: http://research.amnh.org/pbi/	None							Unknown	Pinned	1							NO	NO	NO	NO	NO			Miridae	Phylinae	Phylini												NO
	Chlamydatus	associatus	USA	California	Lassen	Hallelujah Junction	39.77643	-120.03624	12 Jul 1980		J. A. Skinner	Adult Male	UCD	Data citation: PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heteroptera: Miridae: Orthotylinae, Phylinae). Version: <download date>. National Science Foundation grant DBI#0316495; Contact: Schuh, Randall T. (schuh@amnh.org); Link: http://research.amnh.org/pbi/	None					moved coordinates [39.77556, -120.03833] off of Rt 395 - MDS		Unknown	Pinned	2	Google Earth		1536	5040	Google Earth		NO	NO	NO	NO	NO			Miridae	Phylinae	Phylini												NO
	Chlamydatus	associatus	USA	California	Lassen	Hallelujah Junction	39.77643	-120.03624	29 Jun 1976		M. A. Rabel	Adult Male	UCD	Data citation: PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heteroptera: Miridae: Orthotylinae, Phylinae). Version: <download date>. National Science Foundation grant DBI#0316495; Contact: Schuh, Randall T. (schuh@amnh.org); Link: http://research.amnh.org/pbi/	None					moved coordinates [39.77556, -120.03833] off of Rt 395 - MDS		Unknown	Pinned	2	Google Earth		1536	5040	Google Earth		NO	NO	NO	NO	NO			Miridae	Phylinae	Phylini												NO
	Chlamydatus	associatus	USA	California	Lassen	Hallelujah Junction	39.77643	-120.03624	01 Sep 1974		R. D. Moon	Adult Male	UCD	Data citation: PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heteroptera: Miridae: Orthotylinae, Phylinae). Version: <download date>. National Science Foundation grant DBI#0316495; Contact: Schuh, Randall T. (schuh@amnh.org); Link: http://research.amnh.org/pbi/	None					moved coordinates [39.77556, -120.03833] off of Rt 395 - MDS		Unknown	Pinned	2	Google Earth		1536	5040	Google Earth		NO	NO	NO	NO	NO			Miridae	Phylinae	Phylini												NO
	Spanagonicus	albofasciatus	USA	California	Los Angeles	2 mi SW of Valyermo	34.42566	-117.87617	11 Jun 1964		J. S. Buckett	Adult Male	UCD	Data citation: PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heteroptera: Miridae: Orthotylinae, Phylinae). Version: <download date>. National Science Foundation grant DBI#0316495; Contact: Schuh, Randall T. (schuh@amnh.org); Link: http://research.amnh.org/pbi/	None							Unknown	Pinned	4							NO	NO	NO	NO	NO			Miridae	Phylinae	Phylini												NO
	Plagiognathus	verticalis	USA	California	Los Angeles	Claremont	34.09667	-117.71889	15 May 1954		J. D. Hall	Adult Female	UCD	Data citation: PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heteroptera: Miridae: Orthotylinae, Phylinae). Version: <download date>. National Science Foundation grant DBI#0316495; Contact: Schuh, Randall T. (schuh@amnh.org); Link: http://research.amnh.org/pbi/	None							Unknown	Pinned	4							NO	NO	NO	NO	NO			Miridae	Phylinae	Phylini												NO
	Plagiognathus	verticalis	USA	California	Los Angeles	Claremont	34.09667	-117.71889	15 May 1954		J. D. Hall	Adult Male	UCD	Data citation: PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heteroptera: Miridae: Orthotylinae, Phylinae). Version: <download date>. National Science Foundation grant DBI#0316495; Contact: Schuh, Randall T. (schuh@amnh.org); Link: http://research.amnh.org/pbi/	None							Unknown	Pinned	2							NO	NO	NO	NO	NO			Miridae	Phylinae	Phylini												NO
	Tuxedo	cruralis	USA	California	Los Angeles	Devil Canyon	34.24333	-117.97083	16 Jun 1948		E. I. Schlinger	Adult Male	UCD	Data citation: PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heteroptera: Miridae: Orthotylinae, Phylinae). Version: <download date>. National Science Foundation grant DBI#0316495; Contact: Schuh, Randall T. (schuh@amnh.org); Link: http://research.amnh.org/pbi/	None							Unknown	Pinned	1							NO	NO	NO	NO	NO			Miridae	Phylinae	Phylini												NO
	Spanagonicus	albofasciatus	USA	California	Los Angeles	Glendale	34.14250	-118.25417	25 Aug 1954		E. I. Schlinger	Adult Male	UCD	Data citation: PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heteroptera: Miridae: Orthotylinae, Phylinae). Version: <download date>. National Science Foundation grant DBI#0316495; Contact: Schuh, Randall T. (schuh@amnh.org); Link: http://research.amnh.org/pbi/	None							Unknown	Pinned	1							NO	NO	NO	NO	NO			Miridae	Phylinae	Phylini												NO
	Plagiognathus	moerens	USA	California	Los Angeles	Lancaster	34.69806	-118.13583	08 Jun 1962		M. E. Irwin	Adult Male	UCD	Data citation: PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heteroptera: Miridae: Orthotylinae, Phylinae). Version: <download date>. National Science Foundation grant DBI#0316495; Contact: Schuh, Randall T. (schuh@amnh.org); Link: http://research.amnh.org/pbi/	None							Unknown	Pinned	1							NO	NO	NO	NO	NO			Miridae	Phylinae	Phylini												NO
	Chlamydatus	associatus	USA	California	Los Angeles	Mint Canyon	34.41528	-118.45278	21 Jun 1949		H. E. Cott	Adult Male	UCD	Data citation: PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heteroptera: Miridae: Orthotylinae, Phylinae). Version: <download date>. National Science Foundation grant DBI#0316495; Contact: Schuh, Randall T. (schuh@amnh.org); Link: http://research.amnh.org/pbi/	None							Unknown	Pinned	1			439	1441	Google Earth		NO	NO	NO	NO	NO			Miridae	Phylinae	Phylini												NO
	Oligotylus	ceanothi	USA	California	Los Angeles	Mount Baldy	41.82417	-121.89083	26 May 1950		H. F. Robinson	Adult Male	UCD	Data citation: PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heteroptera: Miridae: Orthotylinae, Phylinae). Version: <download date>. National Science Foundation grant DBI#0316495; Contact: Schuh, Randall T. (schuh@amnh.org); Link: http://research.amnh.org/pbi/	Paratype							Unknown	Pinned	1							NO	NO	NO	NO	NO			Miridae	Phylinae	Phylini												NO
	Oligotylus	carneatus	USA	California	Los Angeles	Palmdale	34.57944	-118.11556	30 Apr 1949		E. I. Schlinger	Adult Male	UCD	Data citation: PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heteroptera: Miridae: Orthotylinae, Phylinae). Version: <download date>. National Science Foundation grant DBI#0316495; Contact: Schuh, Randall T. (schuh@amnh.org); Link: http://research.amnh.org/pbi/	None							Unknown	Pinned	1							NO	NO	NO	NO	NO			Miridae	Phylinae	Phylini												NO
	Spanagonicus	albofasciatus	USA	California	Los Angeles	Santa Monica	34.01944	-118.49028	23 Sep 1941		R. M. Bohart	Adult Male	UCD	Data citation: PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heteroptera: Miridae: Orthotylinae, Phylinae). Version: <download date>. National Science Foundation grant DBI#0316495; Contact: Schuh, Randall T. (schuh@amnh.org); Link: http://research.amnh.org/pbi/	None							Unknown	Pinned	4							NO	NO	NO	NO	NO			Miridae	Phylinae	Phylini												NO
	Spanagonicus	albofasciatus	USA	California	Los Angeles	South Gate	33.95472	-118.21111	19 Aug 1941		R. M. Bohart	Adult sex unknown	UCD	Data citation: PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heteroptera: Miridae: Orthotylinae, Phylinae). Version: <download date>. National Science Foundation grant DBI#0316495; Contact: Schuh, Randall T. (schuh@amnh.org); Link: http://research.amnh.org/pbi/	None							Unknown	Pinned	1							NO	NO	NO	NO	NO			Miridae	Phylinae	Phylini			Poaceae					bentgrass	associated with			NO
	Spanagonicus	albofasciatus	USA	California	Los Angeles	Tanbark Flats, San Gabriel Mountains	34.20350	-117.76105	03 Sep 1950		E. B. Goodwig	Adult Male	UCD	Data citation: PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heteroptera: Miridae: Orthotylinae, Phylinae). Version: <download date>. National Science Foundation grant DBI#0316495; Contact: Schuh, Randall T. (schuh@amnh.org); Link: http://research.amnh.org/pbi/	None					corrected coordinates and elev - MDS		Unknown	Pinned	2	Google Earth		823	2700	Google Earth		NO	NO	NO	NO	NO			Miridae	Phylinae	Phylini												NO
